"전라남도",신안군,7.87
"경상북도",포항시,23.24
"경상북도",경주시,19.00
"경상북도",김천시,11.76
"경상북도",안동시,10.69
"경상북도",구미시,27.17
"경상북도",영주시,10.42
"경상북도",영천시,12.74
"경상북도",상주시,8.24
"경상북도",문경시,12.57
"경상북도",경산시,20.59
"경상북도",의성군,9.35
"경상북도",청송군,7.45
"경상북도",영양군,6.82
"경상북도",영덕군,7.81
"경상북도",청도군,9.60
"경상북도",고령군,10.76
"경상북도",성주군,11.41
"경상북도",칠곡군,19.54
"경상북도",예천군,9.16
"경상북도",봉화군,6.85
"경상북도",울진군,11.70
"경상북도",울릉군,10.23
"경상남도",진주시,19.70
"경상남도",통영시,12.54
"경상남도",사천시,14.85
"경상남도",김해시,27.97
"경상남도",밀양시,13.02
"경상남도",거제시,16.86
"경상남도",양산시,25.09
"경상남도",창원시,30.60
"경상남도",의령군,8.04
"경상남도",함안군,14.57
"경상남도",창녕군,13.44
"경상남도",고성군,10.30
"경상남도",남해군,9.25
"경상남도",하동군,8.94
"경상남도",산청군,9.31
"경상남도",함양군,10.18
"경상남도",거창군,7.94
"경상남도",합천군,8.10
